latitude,longitude,area_km2
56.96622,26.31433,3.748015
28.061499,80.72148,1.9998603
21.055214,105.78306,0.028528655
-33.408672,-70.57633,0.224524
38.38424,27.117495,0.37016916
-7.673499,112.656456,5.1400695
3.309837,117.59157,0.32058385
31.603405,-5.863353,0.021044474
14.442835,75.93295,0.4155119
37.639458,126.83269,2.8567836
45.493763,9.236312,0.044116516
52.759064,-1.9320183,10.059213
50.68681,16.24003,0.34793448
20.530039,-100.81986,65.62842
20.65238,-103.391464,0.25501895
26.152346,85.90491,36.743496
54.380016,18.60473,0.044747163
20.09065,-98.704575,1.1862819
21.17287,-101.649925,0.603467
35.4103,128.11317,57.1093
9.833964,122.94951,16.753925
5.824806,-73.030304,14.40194
26.469158,85.80149,2.0775936
53.05707,-3.0029635,0.06647102
52.19237,9.083017,0.039594278
19.074202,-98.31324,0.011706376
52.23856,-3.3740742,4.3320737
30.174212,-85.78958,0.08191837
32.61232,-80.443306,0.057370402
27.486233,81.372795,1.6803886
38.705685,-90.25737,1.0565587
24.537054,93.79986,479.84344
50.06763,22.176304,15.538765
23.227295,77.55062,0.13428026
53.515057,-1.1212403,62.237335
-21.552637,149.11694,172.57918
32.779026,-117.20848,0.48597422
-6.264145,107.01321,0.09936616
34.637264,-86.62989,0.7239746
24.821192,-107.35578,0.07826703
-6.9797387,107.68687,0.024440536
33.128452,-86.46581,0.020699095
-19.655752,134.19122,42.41231
20.660599,-105.23061,0.072030626
17.535353,79.50563,2.889844
52.339798,0.033483796,3043.4756
21.530079,106.1041,0.035099577
47.921944,-97.08999,81.84585
-7.980492,112.66926,0.016114386
-34.56053,-59.084023,0.048443172
10.76226,106.596924,47.75884
45.674923,33.439823,1238.8907
-9.667851,-35.715874,0.9668243
-7.0350647,112.41537,1.2898164
27.169096,86.78769,1584.8109
28.615332,77.24381,1.007234
-23.278183,-46.73891,23.397888
49.806564,11.775885,0.008710033
-27.45734,-55.1224,0.34658438
15.87712,108.32606,0.0062257284
18.30827,-93.17429,0.057015177
29.594297,-95.63591,107.97814
-31.392008,-64.21243,0.015334491
25.645563,82.84671,0.30739754
13.089161,109.30609,0.072945096
51.075474,13.753921,10.913886
43.23253,21.5846,21.457647
6.4804215,124.83749,5.135439
43.24683,-3.2632961,0.46697646
44.424244,19.825125,18.598675
42.72319,-2.9043822,24.067135
-43.50573,172.64476,0.060772695
36.8031,127.59084,4.291418
-5.988404,106.0316,0.05539117
21.066668,105.81903,23.426565
31.633427,65.75542,81.83033
35.226147,-101.86652,0.13627823
49.74224,24.076342,949.4868
-1.9395999,115.57786,13.449691
-7.084412,113.25932,1.5252308
50.700054,-3.5354168,0.5402246
-36.97398,174.80417,0.05125843
-0.60670245,100.13599,61.56613
35.833706,-78.64289,391.085
25.242184,82.95691,2.3378396
26.077038,80.707,0.6197651
17.33906,78.48529,0.25077838
-26.985453,152.4189,38.560917
55.994537,-2.5224438,4.3405175
50.235435,14.585432,0.015871927
-17.787853,-63.213364,0.03629523
30.315136,-89.41495,0.04267197
-5.189772,-80.65915,0.051654596
-6.4769106,106.82681,1.3731691
11.020895,106.66492,110.29787
21.917587,104.708916,37.58941
22.857288,71.787544,1.5155412
20.636839,72.93222,0.81622136
42.332,-71.01911,230.84758
16.885736,75.47737,0.31186116
19.028143,72.85327,1.4746532
12.938395,80.2392,4.615936
4.130837,-73.62039,60.109257
22.33898,120.37388,3.8074553
26.205809,92.51905,346.1502
40.202377,18.302202,1.864276
49.56053,13.010261,12.589135
44.031372,22.168495,39.722023
-9.535229,119.182144,1385.6942
49.607414,20.702698,0.01928086
-1.5677036,103.59367,11.725217
17.87068,76.951805,6.3820014
19.151575,-96.216194,0.016822515
-2.4515142,111.0065,1528.167
23.43116,114.47128,0.022635993
17.79114,106.28176,0.28592035
51.34197,-2.150164,0.55656487
-1.1946347,115.32682,113.57516
41.21695,14.160853,2644.9292
43.997387,10.117858,0.017824555
25.09712,-111.53043,0.39809024
-22.735313,-47.328243,0.009351707
41.074608,41.018696,0.6981574
-8.127299,-34.910416,0.15626833
